Pile ID,Pile Color,Y,X,Required Top of Pile Elevation
1.02-S3.R063.G,Dark Blue,13697060.623109,2996925.990581,79.274388
1.02-S3.R063.H,Light Blue,13697033.849541,2996925.990581,79.194756
1.02-S3.R063.I,Yellow,13697006.370921,2996925.990581,79.113011
1.02-S3.R063.J,Yellow,13696978.892630,2996925.990581,79.031266
1.02-S3.R063.K,Yellow,13696951.414338,2996925.990581,78.949521
1.02-S3.R063.L,Yellow,13696927.302182,2996925.990581,78.877801
1.02-S3.R064.A,Light Blue,13697218.055865,2996945.990541,79.659125
1.02-S3.R064.B,Light Green,13697197.309844,2996945.990541,79.597400
1.02-S3.R064.C,Yellow,13697169.831552,2996945.990541,79.515655
1.02-S3.R064.D,Yellow,13697142.353261,2996945.990541,79.433911
1.02-S3.R064.E,Yellow,13697114.874969,2996945.990541,79.352166
1.02-S3.R064.F,Light Blue,13697087.396678,2996945.990541,79.270451
1.02-S3.R064.G,Dark Blue,13697060.623109,2996945.990541,79.190788
1.02-S3.R064.H,Light Blue,13697033.849541,2996945.990541,79.111156
1.02-S3.R064.I,Light Blue,13697006.370921,2996945.990541,79.029411
1.02-S3.R064.J,Yellow,13696978.892630,2996945.990541,78.947666
1.02-S3.R064.K,Yellow,13696951.414338,2996945.990541,78.865921
1.02-S3.R064.L,Yellow,13696927.302182,2996945.990541,78.794201
1.02-S3.R065.A,Light Blue,13697218.055865,2996965.990501,79.690125
1.02-S3.R065.B,Light Green,13697197.309844,2996965.990501,79.628400
1.02-S3.R065.C,Yellow,13697169.831552,2996965.990501,79.546655
1.02-S3.R065.D,Yellow,13697142.353261,2996965.990501,79.464911
1.02-S3.R065.E,Light Blue,13697114.874969,2996965.990501,79.383166
1.02-S3.R065.F,Yellow,13697087.396678,2996965.990501,79.301451
1.02-S3.R065.G,Dark Blue,13697060.623109,2996965.990501,79.221788
1.02-S3.R065.H,Light Blue,13697033.849541,2996965.990501,79.142156
1.02-S3.R065.I,Yellow,13697006.370921,2996965.990501,79.060411
1.02-S3.R065.J,Yellow,13696978.892630,2996965.990501,78.978666
1.02-S3.R065.K,Yellow,13696951.414338,2996965.990501,78.896921
1.02-S3.R065.L,Yellow,13696927.302182,2996965.990501,78.825201
1.02-S3.R066.A,Light Blue,13697218.055865,2996985.990461,79.644125
1.02-S3.R066.B,Light Green,13697197.309844,2996985.990461,79.582400
1.02-S3.R066.C,Yellow,13697169.831552,2996985.990461,79.500655
1.02-S3.R066.D,Yellow,13697142.353261,2996985.990461,79.418911
1.02-S3.R066.E,Yellow,13697114.874969,2996985.990461,79.337166
1.02-S3.R066.F,Yellow,13697087.396678,2996985.990461,79.255451
1.02-S3.R066.G,Dark Blue,13697060.623109,2996985.990461,79.175788
1.02-S3.R066.H,Yellow,13697033.849541,2996985.990461,79.096156
1.02-S3.R066.I,Light Blue,13697006.370921,2996985.990461,79.014411
1.02-S3.R066.J,Light Blue,13696978.892630,2996985.990461,78.932666
1.02-S3.R066.K,Yellow,13696951.414338,2996985.990461,78.850921
1.02-S3.R066.L,Yellow,13696927.302182,2996985.990461,78.779201
1.02-S3.R067.A,Light Blue,13697218.055865,2997005.990749,79.716325
1.02-S3.R067.B,Light Green,13697197.309844,2997005.990749,79.654600
1.02-S3.R067.C,Light Blue,13697169.831552,2997005.990749,79.572855
1.02-S3.R067.D,Light Blue,13697142.353261,2997005.990749,79.491111
1.02-S3.R067.E,Light Blue,13697114.874969,2997005.990749,79.409366
1.02-S3.R067.F,Light Blue,13697087.396678,2997005.990749,79.327651
1.02-S3.R067.G,Dark Blue,13697060.623109,2997005.990749,79.247988
1.02-S3.R067.H,Yellow,13697033.849541,2997005.990749,79.168356
1.02-S3.R067.I,Light Blue,13697006.370921,2997005.990749,79.086611
1.02-S3.R067.J,Light Blue,13696978.892630,2997005.990749,79.004866
1.02-S3.R067.K,Yellow,13696951.414338,2997005.990749,78.923121
1.02-S3.R067.L,Yellow,13696927.302182,2997005.990749,78.851401
1.02-S3.R068.A,Light Blue,13697218.055865,2997025.990709,79.705425
1.02-S3.R068.B,Light Green,13697197.309844,2997025.990709,79.643700
1.02-S3.R068.C,Light Blue,13697169.831552,2997025.990709,79.561955
1.02-S3.R068.D,Yellow,13697142.353261,2997025.990709,79.480211
1.02-S3.R068.E,Light Blue,13697114.874969,2997025.990709,79.398466
1.02-S3.R068.F,Yellow,13697087.396678,2997025.990709,79.316751
1.02-S3.R068.G,Dark Blue,13697060.623109,2997025.990709,79.237088
1.02-S3.R068.H,Yellow,13697033.849541,2997025.990709,79.157456
1.02-S3.R068.I,Yellow,13697006.370921,2997025.990709,79.075711
1.02-S3.R068.J,Light Blue,13696978.892630,2997025.990709,78.993966
1.02-S3.R068.K,Yellow,13696951.414338,2997025.990709,78.912221
1.02-S3.R068.L,Yellow,13696927.302182,2997025.990709,78.840501
1.02-S3.R069.A,Light Blue,13697218.055865,2997045.990669,79.511025
1.02-S3.R069.B,Light Green,13697197.309844,2997045.990669,79.449300
1.02-S3.R069.C,Light Blue,13697169.831552,2997045.990669,79.367555
1.02-S3.R069.D,Light Blue,13697142.353261,2997045.990669,79.285811
1.02-S3.R069.E,Light Blue,13697114.874969,2997045.990669,79.204066
1.02-S3.R069.F,Yellow,13697087.396678,2997045.990669,79.122351
1.02-S3.R069.G,Dark Blue,13697060.623109,2997045.990669,79.042688
1.02-S3.R069.H,Yellow,13697033.849541,2997045.990669,78.963056
1.02-S3.R069.I,Yellow,13697006.370921,2997045.990669,78.881311
1.02-S3.R069.J,Yellow,13696978.892630,2997045.990669,78.799566
1.02-S3.R069.K,Yellow,13696951.414338,2997045.990669,78.717821
1.02-S3.R069.L,Yellow,13696927.302182,2997045.990669,78.646101
1.02-S3.R070.A,Light Blue,13697218.055865,2997065.990629,79.482425
1.02-S3.R070.B,Light Green,13697197.309844,2997065.990629,79.420700
1.02-S3.R070.C,Light Blue,13697169.831552,2997065.990629,79.338955
1.02-S3.R070.D,Light Blue,13697142.353261,2997065.990629,79.257211
1.02-S3.R070.E,Light Blue,13697114.874969,2997065.990629,79.175466
1.02-S3.R070.F,Light Blue,13697087.396678,2997065.990629,79.093751
1.02-S3.R070.G,Dark Blue,13697060.623109,2997065.990629,79.014088
1.02-S3.R070.H,Yellow,13697033.849541,2997065.990629,78.934456
1.02-S3.R070.I,Yellow,13697006.370921,2997065.990629,78.852711
1.02-S3.R070.J,Yellow,13696978.892630,2997065.990629,78.770966
1.02-S3.R070.K,Yellow,13696951.414338,2997065.990629,78.689221
1.02-S3.R070.L,Yellow,13696927.302182,2997065.990629,78.617501
1.02-S3.R071.A,Light Blue,13697218.055865,2997085.990589,79.429325
1.02-S3.R071.B,Light Green,13697197.309844,2997085.990589,79.367600
1.02-S3.R071.C,Light Blue,13697169.831552,2997085.990589,79.285855
1.02-S3.R071.D,Light Blue,13697142.353261,2997085.990589,79.204111
1.02-S3.R071.E,Light Blue,13697114.874969,2997085.990589,79.122366
1.02-S3.R071.F,Light Blue,13697087.396678,2997085.990589,79.040651
1.02-S3.R071.G,Dark Blue,13697060.623109,2997085.990589,78.960988
1.02-S3.R071.H,Yellow,13697033.849541,2997085.990589,78.881356
1.02-S3.R071.I,Yellow,13697006.370921,2997085.990589,78.799611
1.02-S3.R071.J,Yellow,13696978.892630,2997085.990589,78.717866
1.02-S3.R071.K,Yellow,13696951.414338,2997085.990589,78.636121
1.02-S3.R071.L,Yellow,13696927.302182,2997085.990589,78.564401
1.02-S3.R072.A,Light Blue,13697218.055865,2997105.990549,79.425525
1.02-S3.R072.B,Light Green,13697197.309844,2997105.990549,79.363800
1.02-S3.R072.C,Light Blue,13697169.831552,2997105.990549,79.282055
1.02-S3.R072.D,Light Blue,13697142.353261,2997105.990549,79.200311
1.02-S3.R072.E,Light Blue,13697114.874969,2997105.990549,79.118566
1.02-S3.R072.F,Yellow,13697087.396678,2997105.990549,79.036851
1.02-S3.R072.G,Dark Blue,13697060.623109,2997105.990549,78.957188
1.02-S3.R072.H,Yellow,13697033.849541,2997105.990549,78.877556
1.02-S3.R072.I,Yellow,13697006.370921,2997105.990549,78.795811
1.02-S3.R072.J,Yellow,13696978.892630,2997105.990549,78.714066
1.02-S3.R072.K,Yellow,13696951.414338,2997105.990549,78.632321
1.02-S3.R072.L,Yellow,13696927.302182,2997105.990549,78.560601
1.02-S3.R073.A,White,13697218.055865,2997125.990509,79.576714
1.02-S3.R073.B,White,13697197.309844,2997125.990509,79.514989
1.02-S3.R073.C,White,13697169.831552,2997125.990509,79.433245
1.02-S3.R073.D,Red,13697142.353261,2997125.990509,79.351500
1.02-S3.R073.E,Red,13697114.874969,2997125.990509,79.269755
1.02-S3.R073.F,Red,13697087.396678,2997125.990509,79.188040
1.02-S3.R073.G,Brown,13697060.623109,2997125.990509,79.108378
1.02-S3.R073.H,Red,13697033.849541,2997125.990509,79.028745
1.02-S3.R073.I,Red,13697006.370921,2997125.990509,78.947000
1.02-S3.R073.J,Red,13696978.892630,2997125.990509,78.865256
1.02-S3.R073.K,Red,13696951.414338,2997125.990509,78.783511
1.02-S3.R073.L,Red,13696927.302182,2997125.990509,78.711791
1.02-S3.R074.A,White,13697218.055865,2997145.990469,79.747059
1.02-S3.R074.B,White,13697197.309844,2997145.990469,79.685334
1.02-S3.R074.C,White,13697169.831552,2997145.990469,79.603589
1.02-S3.R074.D,White,13697142.353261,2997145.990469,79.521845
1.02-S3.R074.E,Red,13697114.874969,2997145.990469,79.440100
1.02-S3.R074.F,Red,13697087.396678,2997145.990469,79.358385
1.02-S3.R074.G,Purple,13697060.623109,2997145.990469,79.278723
1.02-S3.R074.H,Red,13697033.849541,2997145.990469,79.199090
1.02-S3.R074.I,Red,13697006.370921,2997145.990469,79.117345
1.02-S3.R074.J,Red,13696978.892630,2997145.990469,79.035600
1.02-S3.R074.K,Red,13696951.414338,2997145.990469,78.953856
1.02-S3.R074.L,Red,13696927.302182,2997145.990469,78.882136
